p1x,p1y,p1sx,p1sy,p1a,p1wx,p1wy,tf1,pf1,p2x,p2y,p2sx,p2sy,p2a,p2wx,p2wy,tf2,pf2,p3x,p3y,p3sx,p3sy,p3a,p3wx,p3wy,tf3,pf3,p4x,p4y,p4sx,p4sy,p4a,p4wx,p4wy,tf4,pf4,p1tx,p1ty,p1t,p2tx,p2ty,p2t
7012,6144,94,-176,2.2563147336300102,3114,7545,0,0,5663,6819,-312,-39,-0.624204938693864,7668,5952,0,0,5853,3754,745,32,0.523592817178804,9525,4379,1,1,6492,6861,-151,482,-1.8500576424119224,6321,4317,1,0,92455,53753,200,-21071,-89265,0
6970,6115,-35,-24,2.3180235064440153,3114,7545,0,0,5511,6660,-129,-135,-0.6457002256000763,7668,5952,0,0,6771,3886,780,112,0.523592817178804,9525,4379,1,1,6341,7343,-128,409,-1.850042403688666,6321,4317,1,0,93373,53885,200,-21222,-88783,200
6812,6248,-134,113,2.2356984486004032,3114,7545,0,0,5543,6406,27,-215,-0.6357043855343518,7668,5952,0,0,7724,4098,810,180,0.523592817178804,9525,4379,1,1,6158,7560,-155,184,-1.850042403688666,6321,4317,1,0,74637,78412,200,9647,-92379,200
6545,6511,-226,223,2.296774436421868,3114,7545,0,0,5720,6058,150,-295,-0.7259781096269715,7668,5952,0,0,8668,4427,802,279,0.8377520825377833,9525,4379,1,1,6010,7544,-125,-13,-1.5358992038207826,6321,4317,1,0,95270,54426,200,40211,-86425,200
6278,6611,-92,-192,2.486689758446302,3114,7545,0,0,5870,5763,127,-250,-0.4118188442679922,7668,5952,0,0,9643,4806,828,322,0.523592817178804,14527,7778,1,1,5836,7587,-282,314,-1.2217399384618033,6321,4317,1,0,96245,54805,200,9325,-92352,200
6059,6574,-185,-31,2.2563147336300102,3114,7545,0,0,6050,5508,152,-216,-0.09765957890901289,7668,5952,0,0,10644,5228,851,358,0.523592817178804,14527,7778,1,1,5561,7701,-233,97,-1.5358992038207826,6321,4317,1,0,77557,79542,200,9050,-92238,200
5746,6697,-266,104,2.2663025536917796,3114,7545,0,0,6332,5321,239,-159,0.21649968644996642,7668,5952,0,0,11629,5735,837,430,0.8377520825377833,14527,7778,1,1,5335,7598,-192,-87,-1.5358992038207826,6321,4317,1,0,52302,97089,200,39536,-86371,200
5456,6558,-184,-266,2.580461819050759,3114,7545,0,0,6571,5162,203,-135,0.5306589518089457,7668,5952,0,0,12547,6348,780,520,1.1519113478967626,14527,7778,1,1,5066,7672,-290,212,-1.2217399384618033,6321,4317,1,0,79460,80662,200,8555,-92267,200
5144,6446,-265,-95,2.2663025536917796,3114,7545,0,0,6854,5117,240,-37,0.844818217167925,7668,5952,0,0,13461,7017,776,568,0.8377552626840211,14527,7778,1,1,4783,7684,-240,10,-1.5358992038207826,6321,4317,1,0,54134,98371,0,8272,-92255,200
4760,6512,-326,56,2.206500712329248,3114,7545,0,0,7156,5222,256,89,1.1589774825269044,7668,5952,0,0,14237,7585,659,482,1.1519145280430005,6321,4317,1,1,4550,7494,-198,-161,-1.5358992038207826,6321,4317,1,0,54910,98939,200,8039,-92445,200
4409,6330,-268,-324,2.067988395357381,3114,7545,0,0,7431,5503,233,238,1.4731367478858837,3114,7545,0,0,14977,8250,629,565,1.151921155274339,6321,4317,1,1,4288,7547,-251,215,-1.5358992038207826,6321,4317,1,0,55650,99604,0,7777,-92392,200
4052,6185,-303,-123,2.0322068030624925,3114,7545,0,0,7621,5934,161,366,1.787296013244863,3114,7545,0,0,15606,8815,534,480,1.151921155274339,6321,4317,1,1,4044,7562,-207,12,-1.5358992038207826,6321,4317,1,0,56279,100169,0,-23519,-88564,200
3720,6260,-282,63,1.7180475377035132,3114,7545,0,0,7688,6460,56,447,2.1014552786038423,3114,7545,0,0,16140,9295,453,408,1.151921155274339,6321,4317,1,1,3782,7382,-222,-153,-1.850042403688666,6321,4317,1,0,26592,108747,200,-23781,-88744,200
3455,6238,-241,-293,1.4038882723445338,3114,7545,0,0,7595,7039,-78,492,2.4156145439628216,3114,7545,0,0,16614,9902,402,515,1.4660804206333182,6321,4317,1,1,3521,7319,-205,220,-1.850042403688666,6321,4317,1,0,-4177,107716,0,7010,-92620,200
3187,6143,-227,-80,1.7042070221872883,3114,7545,0,0,7334,7611,-222,486,2.729773809321801,3114,7545,0,0,17016,10417,341,437,1.7802357634457258,6321,4317,1,1,3323,7339,-168,17,-1.5358992038207826,6321,4317,1,0,-32983,97019,200,-24240,-88787,200
2962,6263,-191,101,1.56279649745501,3114,7545,0,0,6913,8117,-357,429,3.0439330746807802,3114,7545,0,0,17257,11027,204,518,2.094389143973701,6321,4317,1,1,3100,7164,-189,-148,-1.850042403688666,6321,4317,1,0,-57057,77940,0,6589,-92775,200
2750,6033,-195,-289,1.2486372320960306,3114,7545,0,0,6361,8503,-469,328,3.3580923400397595,3114,7545,0,0,17461,11545,173,440,2.4085484093326803,6321,4317,1,1,3003,7337,-67,240,-1.5358992038207826,6321,4317,1,0,-73893,52218,200,6492,-92602,200
2577,5943,-147,-76,1.4615747755346793,3114,7545,0,0,5720,8730,-544,193,3.672251605398739,3114,7545,0,0,17451,12066,-8,443,2.7227076746916596,6321,4317,1,1,2943,7377,-51,34,-1.5358992038207826,6321,4317,1,0,-82001,22518,200,-24620,-88749,200
2432,6067,-123,105,1.56279649745501,3114,7545,0,0,5051,8782,-568,44,3.986410870757718,3114,7545,0,0,17244,12530,-175,394,3.036866940050639,6321,4317,1,1,2837,7219,-90,-134,-1.850042403688666,6321,4317,1,0,-80570,-8261,200,-53082,-75684,200
2263,6210,-290,-200,1.437385631402505,3114,7545,0,0,4445,8738,-515,-37,4.300570136116697,3114,7545,0,0,16873,12882,-315,299,3.3510262054096183,6321,4317,1,1,2708,7080,36,203,-2.164201669047645,6321,4317,1,0,-69729,-37117,200,-53211,-75823,200
2060,6190,-172,-16,1.1232263660435258,3114,7545,0,0,3912,8514,-453,-190,4.614729401475676,3114,7545,0,0,16385,13081,-414,169,3.6651854707685976,6321,4317,1,1,2632,7117,-64,31,-2.164210099920109,6321,4317,1,0,-70217,-36918,200,-76169,-54449,200
2026,6319,-28,109,0.8090671006845465,3114,7545,0,0,3502,8129,-348,-327,4.928888666834656,3114,7545,0,0,15798,13150,-499,58,-2.617999836410989,6321,4317,1,1,2410,7025,-188,-78,-2.478368236438855,6321,4317,1,0,-70804,-36849,200,-53509,-75878,200
1960,6358,-56,32,1.0471848490249271,3114,7545,0,0,3273,7636,239,-314,5.243047932193635,9525,4379,0,0,15126,13108,-571,-35,-2.617999836410989,6321,4317,1,1,2469,7473,-380,281,-2.164210099920109,6321,4317,1,0,-51787,-61206,200,-25094,-88653,0
1904,6390,-47,27,0.8752900998980138,3114,7545,0,0,3662,7189,330,-379,5.557207197552614,9525,4379,0,0,14421,12924,-599,-156,-2.30384057105201,6321,4317,1,1,2089,7754,-323,238,-1.8500508345611295,6321,4317,1,0,-52492,-61390,200,5578,-92185,0
1857,6417,-39,22,0.8448182171679252,3114,7545,0,0,4175,6730,436,-390,5.871366462911594,9525,4379,0,0,13688,12619,-622,-258,-2.3038373909057723,6321,4317,1,1,1766,7992,-274,202,-1.5358992038207826,6321,4317,1,0,-26985,-78735,200,35967,-85977,200
1818,6439,-33,18,0.8341916756052004,3114,7545,0,0,4800,6276,531,-385,-0.3258631537981599,9525,4379,0,0,12985,12178,-597,-374,-1.989678125546793,6321,4317,1,1,1560,8006,-174,11,-1.2217399384618033,6321,4317,1,0,-27688,-79176,200,63126,-70795,200
1918,6607,84,142,0.8448182171679252,3114,7545,0,0,5525,5844,616,-367,-0.23624526071843754,9525,4379,0,0,12307,11621,-576,-473,-1.9896714983154544,6321,4317,1,1,1509,7859,-43,-124,-0.907580673102824,6321,4317,1,0,-54606,-62693,200,84412,-48060,0
2174,6850,218,206,0.5306589518089458,3114,7545,0,0,6339,5449,691,-335,-0.1414727864921576,9525,4379,0,0,11597,10999,-603,-528,-2.3038307636744335,6321,4317,1,1,1466,7735,-36,-105,-0.5934214077438447,6321,4317,1,0,-29076,-80355,200,97592,-19828,0
2514,7083,289,197,0.21649968644996653,3114,7545,0,0,7225,5148,753,-255,0.1726864788668217,9525,4379,0,0,10913,10288,-581,-604,-1.9896714983154544,6321,4317,1,1,1430,7630,-30,-89,-0.27926214238486535,6321,4317,1,0,-29760,-81066,200,97556,-19933,200
2991,7262,405,151,-0.09765957890901278,9525,4379,0,0,8177,4916,808,-196,0.11728402940293062,9525,4379,0,0,10251,9501,-562,-668,-1.9896714983154544,6321,4317,1,1,1592,7486,137,-122,-0.2792460768937691,6321,4317,1,0,-30422,-81853,200,101531,10975,200
3579,7333,500,60,-0.4118188442679921,9525,4379,0,0,9172,4790,845,-106,0.35970699958495655,14527,7778,0,0,9608,8650,-546,-723,-1.9896714983154544,6321,4317,1,1,1929,7371,286,-97,0.034897122974114125,6321,4317,1,0,-57305,-65664,200,98055,-20192,200
4229,7260,552,-61,-0.7259781096269714,9525,4379,0,0,10176,4806,853,13,0.6549028951434914,14527,7778,0,0,8928,7778,-577,-740,-2.3038307636744335,6321,4317,1,1,2407,7219,406,-129,-0.2792460768937691,6321,4317,1,0,-31745,-83576,200,85310,-48700,200
4915,7051,583,-177,-0.8341916756052004,9525,4379,0,0,11148,4980,825,147,0.9350919412605448,14527,7778,0,0,8270,6855,-559,-784,-1.9896714983154544,6321,4317,1,1,2979,6978,486,-204,-0.5934053422527484,6321,4317,1,0,-2182,-92597,200,64545,-71823,0
5653,6747,627,-258,-0.6855184068351137,9525,4379,0,0,12040,5315,758,285,1.2281759376032955,14527,7778,0,0,7690,5872,-492,-835,-1.6755122329564751,6321,4317,1,1,3465,6774,413,-173,-0.9075646076117277,6321,4317,1,0,28481,-91942,0,86368,-49145,0
6388,6321,624,-362,-0.999677672194093,9525,4379,0,0,12799,5651,645,285,1.5423352029622748,14527,7778,0,0,7198,5037,-418,-709,-1.3613568901440676,6321,4317,1,1,3878,6601,351,-147,-0.5934137731252123,6321,4317,1,0,57197,-81565,200,100004,-20962,0
7163,5828,658,-419,-0.7153499534746797,9525,4379,0,0,13388,6125,501,402,1.856494468321254,14527,7778,0,0,6880,4155,-270,-749,-1.0472035096160925,7819,839,1,1,4229,6454,298,-124,-0.27925450776623295,6321,4317,1,0,81194,-62758,200,104168,9943,200
7941,5358,661,-399,-0.40119068811570036,9525,4379,0,0,13787,6676,339,467,2.1706537336802336,14527,7778,0,0,6759,3272,-103,-750,-0.7330442442571132,7819,839,1,1,4727,6337,423,-99,0.034897122974114125,6321,4317,1,0,98113,-37401,200,98696,40539,0
8793,4942,724,-353,-0.08703142275672104,9525,4379,0,0,13968,7265,153,500,2.484812999039213,14527,7778,0,0,6839,2441,67,-706,-0.4188849788981339,7819,839,1,1,5150,6238,359,-84,0.34905638833309344,6321,4317,1,0,106291,-8011,200,83951,67804,0
9711,4634,780,-261,0.22712784260225827,14527,7778,0,0,13933,7832,-30,482,2.7989722643981922,6321,4317,0,0,7105,1714,226,-617,-0.10472571353915461,7819,839,1,1,5509,6154,305,-71,0.6632156536920728,6321,4317,1,0,104919,22505,0,61428,89057,0
10659,4474,805,-136,0.5412871079612376,14527,7778,0,0,13703,8320,-195,414,3.1131315297571716,6321,4317,0,0,7331,1097,192,-524,0.2094335518198247,7668,5952,1,1,5814,6083,259,-60,0.9773749190510521,6321,4317,1,0,93933,51096,0,33377,102209,0
11594,4487,794,11,0.8554463733202169,14527,7778,0,0,13316,8678,-328,303,3.427290795116151,6321,4317,0,0,7523,573,163,-445,0.523592817178804,7668,5952,1,1,6073,6023,220,-51,1.2915341844100314,6321,4317,1,0,74436,74887,200,61992,88926,0
12465,4680,740,164,1.1696056386791962,14527,7778,0,0,12823,8868,-419,161,3.74145006047513,6321,4317,0,0,7820,277,252,-251,0.8377520825377833,7668,5952,1,1,6293,5972,187,-43,0.9773825536696844,6321,4317,1,0,48493,91631,200,62212,88875,0
13222,5043,643,308,1.4837649040381755,14527,7778,0,0,12259,8891,-479,19,-2.3830621393196787,6321,4317,0,0,8153,209,283,-58,1.1519113478967626,7668,5952,1,1,6480,5929,158,-36,0.9773825536696844,6321,4317,1,0,18605,99661,200,85281,67495,200
13845,5440,529,337,1.7979241693971548,14527,7778,0,0,11635,8772,-530,-100,-2.3830621393196787,6321,4317,0,0,8457,350,258,119,1.466070613255742,7668,5952,1,1,6796,6016,268,74,0.6632244171509383,6321,4317,1,0,-12334,98164,200,85597,67582,200
14274,5943,364,427,2.1120834347561344,14527,7778,0,0,10957,8538,-576,-199,-2.404988002400097,6321,4317,0,0,8673,665,183,267,1.7802298786147213,7668,5952,1,1,7222,6213,361,167,0.6632244171509383,6321,4317,1,0,-41326,87267,200,86023,67779,200
14487,6501,181,474,2.4262427001151137,14527,7778,0,0,10237,8200,-611,-287,-2.3731659864457195,6321,4317,0,0,8756,1105,70,374,2.0943891439737006,7668,5952,1,1,7741,6503,440,246,0.6632244171509383,6321,4317,1,0,-41243,87707,200,63660,89406,200
14283,7539,-171,413,3.0545612308330723,6321,4317,0,0,9387,7765,365,343,-2.4460864266929105,6321,4317,0,0,8601,2290,-106,542,2.094389143973701,7668,5952,1,1,8245,6885,-500,-363,0.6632244171509383,6321,4317,1,0,-12190,100104,200,102214,41087,0
13917,7907,-310,312,3.3687204961920516,6321,4317,0,0,9752,8108,310,291,-2.4156145439628216,6321,4317,0,0,8453,3028,-125,626,1.7802357634457258,7668,5952,1,1,7745,6522,-425,-308,0.3490666120802778,6321,4317,1,0,-41546,89630,200,86546,68088,0
13436,8116,-409,177,3.682879761551031,6321,4317,0,0,10062,8399,263,247,-2.4262427001151137,6321,4317,0,0,8228,3827,-191,679,2.094389143973701,7668,5952,1,1,7320,6214,-361,-261,0.6632244171509383,6321,4317,1,0,-41771,90429,200,63239,89117,0
12867,8173,-483,48,-2.495892427989717,6321,4317,0,0,10325,8646,223,209,-2.436221931545016,6321,4317,0,0,7937,4679,-247,724,2.094389143973701,7668,5952,1,1,6959,5953,-306,-221,0.9773825536696844,6321,4317,1,0,-66377,71592,0,85760,67519,0
12223,8102,-547,-60,-2.5058882680554415,6321,4317,0,0,10394,8727,59,68,-2.4460864266929105,6321,4317,0,0,7690,5403,-209,615,2.4085484093326803,3114,7545,1,1,6653,5732,-260,-187,0.6632244171509383,6321,4317,1,0,-83664,46076,200,85454,67298,200
11510,7931,-606,-145,-2.553312734464199,6321,4317,0,0,10301,8665,-79,-52,-2.436221931545016,6321,4317,0,0,7298,6099,-332,591,2.7227076746916596,3114,7545,1,1,6551,5668,-87,-54,0.6632244171509383,6321,4317,1,0,-92154,16551,200,85352,67234,200
10750,7658,-645,-232,-2.4460864266929105,6321,4317,0,0,10058,8499,-206,-141,-2.5347191291584674,6321,4317,0,0,6767,6711,-451,520,3.036866940050639,3114,7545,1,1,6622,5737,60,58,0.6632244171509383,6321,4317,1,0,-91047,-14080,200,100591,39939,0
9980,7270,-654,-329,-2.245693397042161,6321,4317,0,0,9688,8244,-314,-216,-2.5347191291584674,6321,4317,0,0,6120,7189,-549,406,3.3510262054096183,3114,7545,1,1,6682,5795,51,49,0.3490666120802778,6321,4317,1,0,-80482,-42810,200,106621,9284,200
9206,6781,-658,-415,-2.216496552394973,6321,4317,0,0,9220,7900,-397,-292,-2.4460864266929105,6321,4317,0,0,5398,7495,-613,260,3.6651854707685976,3114,7545,1,1,6933,5851,213,47,0.03490734672129847,6321,4317,1,0,-61515,-66819,200,106872,9340,200
8494,6063,338,-111,-2.216496552394973,6321,4317,0,0,8186,6881,-439,-482,-1.972276052830473,6321,4317,0,0,4017,7700,-538,79,4.293504001486556,3114,7545,1,1,7158,5803,-528,-187,-0.2792460768937691,6321,4317,1,0,-6435,-91752,0,90061,-50116,200
8832,5952,287,-94,-2.5306558177539524,6321,4317,0,0,7630,6237,-472,-547,-2.1970922507198094,6321,4317,0,0,3479,7779,-457,67,4.6076632668455355,9525,4379,1,1,6630,5616,-448,-158,-0.5934053422527484,6321,4317,1,0,24270,-90035,200,102756,-21947,0
9119,5858,243,-79,-2.8448150831129317,6321,4317,0,0,7158,5690,-401,-464,-1.88293298536083,6321,4317,0,0,3064,7650,-353,-109,4.921822532204515,9525,4379,1,1,6182,5458,-380,-134,-0.2792460768937691,6321,4317,1,0,53063,-78952,200,106121,8947,0
9362,5779,206,-67,-2.9767729235317226,6321,4317,0,0,6757,5094,-340,-506,-1.5687737200018508,6321,4317,0,0,2811,7368,-215,-239,5.235981797563494,9525,4379,1,1,5802,5324,-323,-113,0.034897122974114125,6321,4317,1,0,77125,-59545,200,105741,8813,200
9370,5687,6,-78,-3.016245226668197,6321,4317,0,0,6479,4398,-236,-591,-1.2546144546428715,7819,839,0,0,2745,6995,-56,-316,5.5501410629224734,9525,4379,1,1,5679,5218,-104,-90,0.034897122974114125,6321,4317,1,0,94099,-33678,200,101805,-22345,200
9176,5600,-164,-74,-3.0945802722141273,6321,4317,0,0,6361,3645,-100,-639,-0.9404551892838922,7819,839,0,0,2872,6598,107,-337,5.864300328281453,9525,4379,1,1,5767,5073,75,-123,-0.2792460768937691,6321,4317,1,0,94226,-34075,200,105706,8562,200
8814,5498,-307,-86,-3.0001198670976357,6321,4317,0,0,6417,2893,47,-638,-0.6262959239249128,7819,839,0,0,3162,6180,246,-355,-0.4188751715205577,9525,4379,1,1,6042,4957,233,-98,0.034897122974114125,6321,4317,1,0,77476,-60733,200,102168,-22606,200
8323,5334,-417,-139,-2.740112927554217,6321,4317,0,0,6464,2255,39,-542,-0.31213665856593353,7819,839,0,0,3557,5691,335,-415,-0.733034436879537,9525,4379,1,1,6467,4804,361,-130,-0.2792460768937691,7819,839,1,0,94911,-34982,200,106406,8293,200
8048,5253,265,169,-2.740112927554217,6321,4317,0,0,6959,1286,238,-363,0.3161818721520251,7819,839,0,0,4714,4753,543,-375,-0.10471590616157839,9525,4379,1,1,6729,4159,-270,-452,-0.2792460768937691,7819,839,1,0,102528,25544,200,106668,7648,0
8538,5565,191,121,-2.7742751828866097,6321,4317,0,0,7815,995,387,-39,0.9445004028699837,7668,5952,0,0,6253,4237,680,-155,0.523592817178804,9525,4379,1,1,6230,3323,-194,-326,0.34905638833309344,7819,839,1,0,92855,54236,200,85031,64889,0
8729,5686,162,102,-2.7571865747975437,6321,4317,0,0,8263,1146,381,128,1.258659668228963,7668,5952,0,0,7106,4182,725,-46,0.523592817178804,9525,4379,1,1,6036,2997,-164,-277,0.6632156536920728,7819,839,1,0,93708,54181,200,61955,85900,0
8710,5702,-15,13,-2.6971734436886945,6321,4317,0,0,8644,1474,323,278,1.5728189335879423,7668,5952,0,0,8004,4236,763,45,0.523592817178804,9525,4379,1,1,5872,2720,-139,-235,0.9773749190510521,7819,839,1,0,94606,54235,200,33435,98846,0
